provider,region,code,date,measure,value
Northumbria Healthcare NHS Foundation Trust,North Of England Commissioning Region,RTF,2018-12-22,Arriving by ambulance,126
Pennine Acute Hospitals NHS Trust,North Of England Commissioning Region,RW6,2018-12-22,Arriving by ambulance,236
Royal Liverpool and Broadgreen University Hospitals NHS Trust,North Of England Commissioning Region,RQ6,2018-12-22,Arriving by ambulance,120
Salford Royal NHS Foundation Trust,North Of England Commissioning Region,RM3,2018-12-22,Arriving by ambulance,76
Sheffield Children's NHS Foundation Trust,North Of England Commissioning Region,RCU,2018-12-22,Arriving by ambulance,13
Sheffield Teaching Hospitals NHS Foundation Trust,North Of England Commissioning Region,RHQ,2018-12-22,Arriving by ambulance,147
South Tees Hospitals NHS Foundation Trust,North Of England Commissioning Region,RTR,2018-12-22,Arriving by ambulance,110
South Tyneside NHS Foundation Trust,North Of England Commissioning Region,RE9,2018-12-22,Arriving by ambulance,53
Southport and Ormskirk Hospital NHS Trust,North Of England Commissioning Region,RVY,2018-12-22,Arriving by ambulance,54
St Helens and Knowsley Hospital Services NHS Trust,North Of England Commissioning Region,RBN,2018-12-22,Arriving by ambulance,102
Stockport NHS Foundation Trust,North Of England Commissioning Region,RWJ,2018-12-22,Arriving by ambulance,77
Tameside and Glossop Integrated Care NHS Foundation Trust,North Of England Commissioning Region,RMP,2018-12-22,Arriving by ambulance,57
The Newcastle Upon Tyne Hospitals NHS Foundation Trust,North Of England Commissioning Region,RTD,2018-12-22,Arriving by ambulance,90
The Rotherham NHS Foundation Trust,North Of England Commissioning Region,RFR,2018-12-22,Arriving by ambulance,73
University Hospitals of Morecambe Bay NHS Foundation Trust,North Of England Commissioning Region,RTX,2018-12-22,Arriving by ambulance,86
Warrington and Halton Hospitals NHS Foundation Trust,North Of England Commissioning Region,RWW,2018-12-22,Arriving by ambulance,83
Wirral University Teaching Hospital NHS Foundation Trust,North Of England Commissioning Region,RBL,2018-12-22,Arriving by ambulance,79
"Wrightington, Wigan and Leigh NHS Foundation Trust",North Of England Commissioning Region,RRF,2018-12-22,Arriving by ambulance,76
York Teaching Hospital NHS Foundation Trust,North Of England Commissioning Region,RCB,2018-12-22,Arriving by ambulance,155
Ashford and St Peter's Hospitals NHS Foundation Trust,South East of England Commissioning Region,RTK,2018-12-22,Arriving by ambulance,78
Brighton and Sussex University Hospitals NHS Trust,South East of England Commissioning Region,RXH,2018-12-22,Arriving by ambulance,134
Buckinghamshire Healthcare NHS Trust,South East of England Commissioning Region,RXQ,2018-12-22,Arriving by ambulance,82
Dartford and Gravesham NHS Trust,South East of England Commissioning Region,RN7,2018-12-22,Arriving by ambulance,69
East Kent Hospitals University NHS Foundation Trust,South East of England Commissioning Region,RVV,2018-12-22,Arriving by ambulance,198
East Sussex Healthcare NHS Trust,South East of England Commissioning Region,RXC,2018-12-22,Arriving by ambulance,126
Frimley Health NHS Foundation Trust,South East of England Commissioning Region,RDU,2018-12-22,Arriving by ambulance,178
Hampshire Hospitals NHS Foundation Trust,South East of England Commissioning Region,RN5,2018-12-22,Arriving by ambulance,103
Isle of Wight NHS Trust,South East of England Commissioning Region,R1F,2018-12-22,Arriving by ambulance,43
Maidstone and Tunbridge Wells NHS Trust,South East of England Commissioning Region,RWF,2018-12-22,Arriving by ambulance,111
Medway NHS Foundation Trust,South East of England Commissioning Region,RPA,2018-12-22,Arriving by ambulance,110
Oxford University Hospitals NHS Foundation Trust,South East of England Commissioning Region,RTH,2018-12-22,Arriving by ambulance,125
Portsmouth Hospitals NHS Trust,South East of England Commissioning Region,RHU,2018-12-22,Arriving by ambulance,142
Royal Berkshire NHS Foundation Trust,South East of England Commissioning Region,RHW,2018-12-22,Arriving by ambulance,102
Royal Surrey County Hospital NHS Foundation Trust,South East of England Commissioning Region,RA2,2018-12-22,Arriving by ambulance,52
Surrey and Sussex Healthcare NHS Trust,South East of England Commissioning Region,RTP,2018-12-22,Arriving by ambulance,107
University Hospital Southampton NHS Foundation Trust,South East of England Commissioning Region,RHM,2018-12-22,Arriving by ambulance,114
Western Sussex Hospitals NHS Foundation Trust,South East of England Commissioning Region,RYR,2018-12-22,Arriving by ambulance,140
Dorset County Hospital NHS Foundation Trust,South West of England Commissioning Region,RBD,2018-12-22,Arriving by ambulance,39
Gloucestershire Hospitals NHS Foundation Trust,South West of England Commissioning Region,RTE,2018-12-22,Arriving by ambulance,125
Great Western Hospitals NHS Foundation Trust,South West of England Commissioning Region,RN3,2018-12-22,Arriving by ambulance,92
North Bristol NHS Trust,South West of England Commissioning Region,RVJ,2018-12-22,Arriving by ambulance,115
Northern Devon Healthcare NHS Trust,South West of England Commissioning Region,RBZ,2018-12-22,Arriving by ambulance,46
Poole Hospital NHS Foundation Trust,South West of England Commissioning Region,RD3,2018-12-22,Arriving by ambulance,74
Royal Cornwall Hospitals NHS Trust,South West of England Commissioning Region,REF,2018-12-22,Arriving by ambulance,108
Royal Devon and Exeter NHS Foundation Trust,South West of England Commissioning Region,RH8,2018-12-22,Arriving by ambulance,91
Royal United Hospitals Bath NHS Foundation Trust,South West of England Commissioning Region,RD1,2018-12-22,Arriving by ambulance,108
Salisbury NHS Foundation Trust,South West of England Commissioning Region,RNZ,2018-12-22,Arriving by ambulance,40
Taunton and Somerset NHS Foundation Trust,South West of England Commissioning Region,RBA,2018-12-22,Arriving by ambulance,82
The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,South West of England Commissioning Region,RDZ,2018-12-22,Arriving by ambulance,88
Torbay and South Devon NHS Foundation Trust,South West of England Commissioning Region,RA9,2018-12-22,Arriving by ambulance,86
University Hospitals Bristol NHS Foundation Trust,South West of England Commissioning Region,RA7,2018-12-22,Arriving by ambulance,121
University Hospitals Plymouth NHS Trust,South West of England Commissioning Region,RK9,2018-12-22,Arriving by ambulance,130
Weston Area Health NHS Trust,South West of England Commissioning Region,RA3,2018-12-22,Arriving by ambulance,35
Yeovil District Hospital NHS Foundation Trust,South West of England Commissioning Region,RA4,2018-12-22,Arriving by ambulance,54
ENGLAND,NA,NA,2018-12-22,Delay 30-60 mins,1125
"Barking, Havering and Redbridge University Hospitals NHS Trust",London Commissioning Region,RF4,2018-12-22,Delay 30-60 mins,0
Barts Health NHS Trust,London Commissioning Region,R1H,2018-12-22,Delay 30-60 mins,57
Chelsea and Westminster Hospital NHS Foundation Trust,London Commissioning Region,RQM,2018-12-22,Delay 30-60 mins,0
Croydon Health Services NHS Trust,London Commissioning Region,RJ6,2018-12-22,Delay 30-60 mins,0
Epsom and St Helier University Hospitals NHS Trust,London Commissioning Region,RVR,2018-12-22,Delay 30-60 mins,1
Guy's and St Thomas' NHS Foundation Trust,London Commissioning Region,RJ1,2018-12-22,Delay 30-60 mins,3
Homerton University Hospital NHS Foundation Trust,London Commissioning Region,RQX,2018-12-22,Delay 30-60 mins,0
Imperial College Healthcare NHS Trust,London Commissioning Region,RYJ,2018-12-22,Delay 30-60 mins,0
King's College Hospital NHS Foundation Trust,London Commissioning Region,RJZ,2018-12-22,Delay 30-60 mins,0
Kingston Hospital NHS Foundation Trust,London Commissioning Region,RAX,2018-12-22,Delay 30-60 mins,0
Lewisham and Greenwich NHS Trust,London Commissioning Region,RJ2,2018-12-22,Delay 30-60 mins,3
London North West University Healthcare NHS Trust,London Commissioning Region,R1K,2018-12-22,Delay 30-60 mins,0
North Middlesex University Hospital NHS Trust,London Commissioning Region,RAP,2018-12-22,Delay 30-60 mins,11
Royal Free London NHS Foundation Trust,London Commissioning Region,RAL,2018-12-22,Delay 30-60 mins,0
St George's University Hospitals NHS Foundation Trust,London Commissioning Region,RJ7,2018-12-22,Delay 30-60 mins,0
The Hillingdon Hospitals NHS Foundation Trust,London Commissioning Region,RAS,2018-12-22,Delay 30-60 mins,0
University College London Hospitals NHS Foundation Trust,London Commissioning Region,RRV,2018-12-22,Delay 30-60 mins,0
Whittington Health NHS Trust,London Commissioning Region,RKE,2018-12-22,Delay 30-60 mins,0
Basildon and Thurrock University Hospitals NHS Foundation Trust,Midlands And East Of England Commissioning Region,RDD,2018-12-22,Delay 30-60 mins,1
Bedford Hospital NHS Trust,Midlands And East Of England Commissioning Region,RC1,2018-12-22,Delay 30-60 mins,2
Birmingham Women's and Children's NHS Foundation Trust,Midlands And East Of England Commissioning Region,RQ3,2018-12-22,Delay 30-60 mins,2
Cambridge University Hospitals NHS Foundation Trust,Midlands And East Of England Commissioning Region,RGT,2018-12-22,Delay 30-60 mins,6
Chesterfield Royal Hospital NHS Foundation Trust,Midlands And East Of England Commissioning Region,RFS,2018-12-22,Delay 30-60 mins,14
East and North Hertfordshire NHS Trust,Midlands And East Of England Commissioning Region,RWH,2018-12-22,Delay 30-60 mins,20
East Suffolk and North Essex NHS Foundation Trust,Midlands And East Of England Commissioning Region,RDE,2018-12-22,Delay 30-60 mins,24
George Eliot Hospital NHS Trust,Midlands And East Of England Commissioning Region,RLT,2018-12-22,Delay 30-60 mins,2
James Paget University Hospitals NHS Foundation Trust,Midlands And East Of England Commissioning Region,RGP,2018-12-22,Delay 30-60 mins,0
Kettering General Hospital NHS Foundation Trust,Midlands And East Of England Commissioning Region,RNQ,2018-12-22,Delay 30-60 mins,6
Luton and Dunstable University Hospital NHS Foundation Trust,Midlands And East Of England Commissioning Region,RC9,2018-12-22,Delay 30-60 mins,12
Mid Essex Hospital Services NHS Trust,Midlands And East Of England Commissioning Region,RQ8,2018-12-22,Delay 30-60 mins,4
Milton Keynes University Hospital NHS Foundation Trust,Midlands And East Of England Commissioning Region,RD8,2018-12-22,Delay 30-60 mins,13
Norfolk and Norwich University Hospitals NHS Foundation Trust,Midlands And East Of England Commissioning Region,RM1,2018-12-22,Delay 30-60 mins,27
North West Anglia NHS Foundation Trust,Midlands And East Of England Commissioning Region,RGN,2018-12-22,Delay 30-60 mins,22
Northampton General Hospital NHS Trust,Midlands And East Of England Commissioning Region,RNS,2018-12-22,Delay 30-60 mins,23
Nottingham University Hospitals NHS Trust,Midlands And East Of England Commissioning Region,RX1,2018-12-22,Delay 30-60 mins,19
Sandwell and West Birmingham Hospitals NHS Trust,Midlands And East Of England Commissioning Region,RXK,2018-12-22,Delay 30-60 mins,11
Sherwood Forest Hospitals NHS Foundation Trust,Midlands And East Of England Commissioning Region,RK5,2018-12-22,Delay 30-60 mins,0
Shrewsbury and Telford Hospital NHS Trust,Midlands And East Of England Commissioning Region,RXW,2018-12-22,Delay 30-60 mins,56
South Warwickshire NHS Foundation Trust,Midlands And East Of England Commissioning Region,RJC,2018-12-22,Delay 30-60 mins,3
Southend University Hospital NHS Foundation Trust,Midlands And East Of England Commissioning Region,RAJ,2018-12-22,Delay 30-60 mins,4
The Dudley Group NHS Foundation Trust,Midlands And East Of England Commissioning Region,RNA,2018-12-22,Delay 30-60 mins,4
The Princess Alexandra Hospital NHS Trust,Midlands And East Of England Commissioning Region,RQW,2018-12-22,Delay 30-60 mins,17
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Midlands And East Of England Commissioning Region,RCX,2018-12-22,Delay 30-60 mins,5
The Royal Wolverhampton NHS Trust,Midlands And East Of England Commissioning Region,RL4,2018-12-22,Delay 30-60 mins,83
United Lincolnshire Hospitals NHS Trust,Midlands And East Of England Commissioning Region,RWD,2018-12-22,Delay 30-60 mins,23
University Hospitals Birmingham NHS Foundation Trust,Midlands And East Of England Commissioning Region,RRK,2018-12-22,Delay 30-60 mins,40
University Hospitals Coventry and Warwickshire NHS Trust,Midlands And East Of England Commissioning Region,RKB,2018-12-22,Delay 30-60 mins,20
University Hospitals of Derby and Burton NHS Foundation Trust,Midlands And East Of England Commissioning Region,RTG,2018-12-22,Delay 30-60 mins,18
University Hospitals of Leicester NHS Trust,Midlands And East Of England Commissioning Region,RWE,2018-12-22,Delay 30-60 mins,4
University Hospitals of North Midlands NHS Trust,Midlands And East Of England Commissioning Region,RJE,2018-12-22,Delay 30-60 mins,17
Walsall Healthcare NHS Trust,Midlands And East Of England Commissioning Region,RBK,2018-12-22,Delay 30-60 mins,2
West Hertfordshire Hospitals NHS Trust,Midlands And East Of England Commissioning Region,RWG,2018-12-22,Delay 30-60 mins,8
West Suffolk NHS Foundation Trust,Midlands And East Of England Commissioning Region,RGR,2018-12-22,Delay 30-60 mins,8
Worcestershire Acute Hospitals NHS Trust,Midlands And East Of England Commissioning Region,RWP,2018-12-22,Delay 30-60 mins,38
Wye Valley NHS Trust,Midlands And East Of England Commissioning Region,RLQ,2018-12-22,Delay 30-60 mins,8
Aintree University Hospital NHS Foundation Trust,North Of England Commissioning Region,REM,2018-12-22,Delay 30-60 mins,5
Airedale NHS Foundation Trust,North Of England Commissioning Region,RCF,2018-12-22,Delay 30-60 mins,0
Alder Hey Children's NHS Foundation Trust,North Of England Commissioning Region,RBS,2018-12-22,Delay 30-60 mins,0
Barnsley Hospital NHS Foundation Trust,North Of England Commissioning Region,RFF,2018-12-22,Delay 30-60 mins,1
Blackpool Teaching Hospitals NHS Foundation Trust,North Of England Commissioning Region,RXL,2018-12-22,Delay 30-60 mins,1
Bolton NHS Foundation Trust,North Of England Commissioning Region,RMC,2018-12-22,Delay 30-60 mins,1
Bradford Teaching Hospitals NHS Foundation Trust,North Of England Commissioning Region,RAE,2018-12-22,Delay 30-60 mins,10
Calderdale and Huddersfield NHS Foundation Trust,North Of England Commissioning Region,RWY,2018-12-22,Delay 30-60 mins,12
City Hospitals Sunderland NHS Foundation Trust,North Of England Commissioning Region,RLN,2018-12-22,Delay 30-60 mins,2
Countess of Chester Hospital NHS Foundation Trust,North Of England Commissioning Region,RJR,2018-12-22,Delay 30-60 mins,0
County Durham and Darlington NHS Foundation Trust,North Of England Commissioning Region,RXP,2018-12-22,Delay 30-60 mins,4
Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,North Of England Commissioning Region,RP5,2018-12-22,Delay 30-60 mins,2
East Cheshire NHS Trust,North Of England Commissioning Region,RJN,2018-12-22,Delay 30-60 mins,4
East Lancashire Hospitals NHS Trust,North Of England Commissioning Region,RXR,2018-12-22,Delay 30-60 mins,15
